run_id,loop,T,ts,stats_start_step,estimator,solver,RMSE,max_norm_err,MHE_scheme,MHE_horizon,mean_solver_time,median_solver_time,std_solver_time,min_solver_time,max_solver_time
51c9ba33,1,5.0,0.01,0,EKF,,6.276304461077261,6.470182409563758,,,0.13871616758257452,0.1387161675825745,2.7755575615628914e-17,0.1387161675825745,0.1387161675825745
51c9ba33,1,5.0,0.01,0,MHE (OSQP),osqp,0.47650203563492494,6.470182409563758,"single-shooting, smoothing",10,2.908880861908304,2.902449981775135,0.046908543221627734,2.8081999626010656,3.0664000078104436
51c9ba33,1,5.0,0.01,0,MHE (PCIP),iterative-cg1,0.3100467551668756,6.470182409563758,"single-shooting, smoothing",10,0.9911242555430595,0.9821999992709607,0.07863912016470151,0.8002999820746481,1.2177000171504915
51c9ba33,1,5.0,0.01,0,MHE (PCIP+L1AO),iterative-cg1,0.2419394010674452,6.470182409563758,"single-shooting, smoothing",10,1.0053052737393302,0.9931999957188964,0.06954356560872833,0.819200009573251,1.2098000152036548
51c9ba33,2,5.0,0.01,0,EKF,,6.321108490506844,7.364548327783011,,,0.13666407183322038,0.13666407183322038,0.0,0.13666407183322038,0.13666407183322038
51c9ba33,2,5.0,0.01,0,MHE (OSQP),osqp,0.4285847476584095,7.364548327783011,"single-shooting, smoothing",10,2.8805531035498557,2.8745000017806888,0.03355874438468293,2.821900008711964,2.9826000100001693
51c9ba33,2,5.0,0.01,0,MHE (PCIP),iterative-cg1,0.3928095756956509,7.364548327783011,"single-shooting, smoothing",10,0.988157684424598,0.9734000195749104,0.07854324017097393,0.8105000015348196,1.2116999714635313
51c9ba33,2,5.0,0.01,0,MHE (PCIP+L1AO),iterative-cg1,0.32847146785693787,7.364548327783011,"single-shooting, smoothing",10,1.0169872380383935,1.0043500224128366,0.07729595235038383,0.8433000184595585,1.2371999910101295
51c9ba33,3,5.0,0.01,0,EKF,,6.292087759233595,6.649253372723914,,,0.13658303398910368,0.13658303398910368,0.0,0.13658303398910368,0.13658303398910368
51c9ba33,3,5.0,0.01,0,MHE (OSQP),osqp,0.3411257539744071,6.440757537113256,"single-shooting, smoothing",10,2.910757406897136,2.8953000146429986,0.05699565941697075,2.772199979517609,3.098099958151579
