run_id,loop,estimator,RMSE,max_err,computation_time_per_step,T,ts,rmse_start
9aafc067 (Q1),1,EKF,0.8012027840387199,1.5108585489689357,0.1304139476797145,60.0,0.01,0
9aafc067 (Q1),1,MHE (CVXOPT N=10),0.7530341942047288,1.411338519636173,30.423498350275356,60.0,0.01,0
9aafc067 (Q1),1,MHE (PCIP N=10),0.6939289836433263,1.2508508175295827,5.853959856695084,60.0,0.01,0
9aafc067 (Q1),1,MHE (PCIP+L1AO N=10),0.6934852803137173,1.2508170302459567,8.039363222803122,60.0,0.01,0
57a5c8de (Q1),1,MHE (CVXOPT N=20),0.6290325889334086,1.1558107055482518,64.50770851524769,60.0,0.01,0
57a5c8de (Q1),1,MHE (PCIP N=20),0.5827956658650094,1.0085170021342609,22.586389951672672,60.0,0.01,0
57a5c8de (Q1),1,MHE (PCIP+L1AO N=20),0.5824552328035129,1.0084891959108442,27.356028628562417,60.0,0.01,0
f8f42628 (Q1),1,MHE (CVXOPT N=40),0.4135671322630435,0.6807680862124335,177.9610971837978,60.0,0.01,0
f8f42628 (Q1),1,MHE (PCIP N=40),0.3985453850998131,0.623864723399903,69.77597102149996,60.0,0.01,0
f8f42628 (Q1),1,MHE (PCIP+L1AO N=40),0.39847793580621116,0.6238447253124477,97.14610349941984,60.0,0.01,0
5b4aed95 (Q2),1,EKF,0.37974679340967654,0.6116729303863564,0.1392324612585499,60.0,0.01,0
5b4aed95 (Q2),1,MHE (CVXOPT N=10),0.35769729643314974,0.5528564892249611,48.69349793368396,60.0,0.01,0
5b4aed95 (Q2),1,MHE (PCIP N=10),0.3533959788324574,0.9864303577991518,6.250247658723728,60.0,0.01,0
5b4aed95 (Q2),1,MHE (PCIP+L1AO N=10),0.34575641018576975,0.5330391269888826,7.29525404099367,60.0,0.01,0
1f5e5c6c (Q3),1,EKF,0.29578252168043095,0.5318307444687027,0.13176780536830104,60.0,0.01,0
1f5e5c6c (Q3),1,MHE (CVXOPT N=10),0.28907869861720525,0.5587786762603177,32.12566390601225,60.0,0.01,0
1f5e5c6c (Q3),1,MHE (PCIP N=10),0.2809229799979493,0.5313886818834654,5.481872887854148,60.0,0.01,0
1f5e5c6c (Q3),1,MHE (PCIP+L1AO N=10),0.27805450276622884,0.5081457727418102,7.036704832527813,60.0,0.01,0
