run_id,Q,N,loop,estimator,T,time,estimation_error_norm
c0daa490,Q1,40,1,MHE (PCIP N=40),30,14.73,0.399327
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,14.73,0.401266
c0daa490,Q1,40,1,MHE (baseline N=40),30,14.74,0.372833
c0daa490,Q1,40,1,MHE (PCIP N=40),30,14.74,0.389292
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,14.74,0.391693
c0daa490,Q1,40,1,MHE (baseline N=40),30,14.75,0.369555
c0daa490,Q1,40,1,MHE (PCIP N=40),30,14.75,0.385147
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,14.75,0.387421
c0daa490,Q1,40,1,MHE (baseline N=40),30,14.76,0.359024
c0daa490,Q1,40,1,MHE (PCIP N=40),30,14.76,0.372316
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,14.76,0.375206
c0daa490,Q1,40,1,MHE (baseline N=40),30,14.77,0.361099
c0daa490,Q1,40,1,MHE (PCIP N=40),30,14.77,0.374851
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,14.77,0.376816
c0daa490,Q1,40,1,MHE (baseline N=40),30,14.78,0.352418
c0daa490,Q1,40,1,MHE (PCIP N=40),30,14.78,0.364262
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,14.78,0.366655
c0daa490,Q1,40,1,MHE (baseline N=40),30,14.79,0.338791
c0daa490,Q1,40,1,MHE (PCIP N=40),30,14.79,0.348159
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,14.79,0.351252
c0daa490,Q1,40,1,MHE (baseline N=40),30,14.8,0.339096
c0daa490,Q1,40,1,MHE (PCIP N=40),30,14.8,0.349339
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,14.8,0.351444
c0daa490,Q1,40,1,MHE (baseline N=40),30,14.81,0.333541
c0daa490,Q1,40,1,MHE (PCIP N=40),30,14.81,0.34286
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,14.81,0.344867
c0daa490,Q1,40,1,MHE (baseline N=40),30,14.82,0.329218
c0daa490,Q1,40,1,MHE (PCIP N=40),30,14.82,0.338285
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,14.82,0.339962
c0daa490,Q1,40,1,MHE (baseline N=40),30,14.83,0.322508
c0daa490,Q1,40,1,MHE (PCIP N=40),30,14.83,0.331281
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,14.83,0.332864
c0daa490,Q1,40,1,MHE (baseline N=40),30,14.84,0.322157
c0daa490,Q1,40,1,MHE (PCIP N=40),30,14.84,0.331944
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,14.84,0.332883
c0daa490,Q1,40,1,MHE (baseline N=40),30,14.85,0.308738
c0daa490,Q1,40,1,MHE (PCIP N=40),30,14.85,0.316376
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,14.85,0.318199
c0daa490,Q1,40,1,MHE (baseline N=40),30,14.86,0.300405
c0daa490,Q1,40,1,MHE (PCIP N=40),30,14.86,0.307488
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,14.86,0.309401
c0daa490,Q1,40,1,MHE (baseline N=40),30,14.87,0.30092
c0daa490,Q1,40,1,MHE (PCIP N=40),30,14.87,0.309445
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,14.87,0.31056
c0daa490,Q1,40,1,MHE (baseline N=40),30,14.88,0.290521
c0daa490,Q1,40,1,MHE (PCIP N=40),30,14.88,0.298498
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,14.88,0.300069
c0daa490,Q1,40,1,MHE (baseline N=40),30,14.89,0.282282
c0daa490,Q1,40,1,MHE (PCIP N=40),30,14.89,0.288422
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,14.89,0.290336
c0daa490,Q1,40,1,MHE (baseline N=40),30,14.9,0.279951
c0daa490,Q1,40,1,MHE (PCIP N=40),30,14.9,0.287212
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,14.9,0.288637
c0daa490,Q1,40,1,MHE (baseline N=40),30,14.91,0.278767
c0daa490,Q1,40,1,MHE (PCIP N=40),30,14.91,0.287862
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,14.91,0.288792
c0daa490,Q1,40,1,MHE (baseline N=40),30,14.92,0.268668
c0daa490,Q1,40,1,MHE (PCIP N=40),30,14.92,0.276459
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,14.92,0.278092
c0daa490,Q1,40,1,MHE (baseline N=40),30,14.93,0.262038
c0daa490,Q1,40,1,MHE (PCIP N=40),30,14.93,0.273382
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,14.93,0.274855
c0daa490,Q1,40,1,MHE (baseline N=40),30,14.94,0.250706
c0daa490,Q1,40,1,MHE (PCIP N=40),30,14.94,0.259715
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,14.94,0.262101
c0daa490,Q1,40,1,MHE (baseline N=40),30,14.95,0.251006
c0daa490,Q1,40,1,MHE (PCIP N=40),30,14.95,0.263172
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,14.95,0.2649
c0daa490,Q1,40,1,MHE (baseline N=40),30,14.96,0.249766
c0daa490,Q1,40,1,MHE (PCIP N=40),30,14.96,0.262348
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,14.96,0.264058
c0daa490,Q1,40,1,MHE (baseline N=40),30,14.97,0.25378
c0daa490,Q1,40,1,MHE (PCIP N=40),30,14.97,0.264972
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,14.97,0.26635
c0daa490,Q1,40,1,MHE (baseline N=40),30,14.98,0.244251
c0daa490,Q1,40,1,MHE (PCIP N=40),30,14.98,0.253858
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,14.98,0.256248
c0daa490,Q1,40,1,MHE (baseline N=40),30,14.99,0.248967
c0daa490,Q1,40,1,MHE (PCIP N=40),30,14.99,0.263286
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,14.99,0.264814
c0daa490,Q1,40,1,MHE (baseline N=40),30,15,0.24306
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15,0.258561
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15,0.260685
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.01,0.243777
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.01,0.258496
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.01,0.26073
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.02,0.247549
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.02,0.264622
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.02,0.26649
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.03,0.245677
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.03,0.263126
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.03,0.265433
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.04,0.243956
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.04,0.26024
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.04,0.262977
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.05,0.239638
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.05,0.256555
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.05,0.259717
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.06,0.23124
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.06,0.2447
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.06,0.248787
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.07,0.234648
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.07,0.246042
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.07,0.249719
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.08,0.234532
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.08,0.246837
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.08,0.250279
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.09,0.232606
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.09,0.242262
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.09,0.245877
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.1,0.229284
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.1,0.23039
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.1,0.234323
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.11,0.225322
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.11,0.222309
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.11,0.22619
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.12,0.217543
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.12,0.210071
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.12,0.2141
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.13,0.21669
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.13,0.20579
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.13,0.209157
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.14,0.202059
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.14,0.184062
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.14,0.187731
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.15,0.20456
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.15,0.182349
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.15,0.1847
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.16,0.205904
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.16,0.179707
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.16,0.181009
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.17,0.208181
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.17,0.178874
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.17,0.179228
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.18,0.205654
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.18,0.174785
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.18,0.174694
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.19,0.201901
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.19,0.17134
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.19,0.171526
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.2,0.205129
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.2,0.173165
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.2,0.172796
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.21,0.204539
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.21,0.173077
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.21,0.172824
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.22,0.2046
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.22,0.1729
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.22,0.172666
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.23,0.204619
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.23,0.174238
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.23,0.174068
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.24,0.210413
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.24,0.179026
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.24,0.178491
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.25,0.208281
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.25,0.181328
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.25,0.181003
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.26,0.215901
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.26,0.188344
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.26,0.187741
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.27,0.217955
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.27,0.190653
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.27,0.190427
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.28,0.227987
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.28,0.201235
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.28,0.200597
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.29,0.230629
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.29,0.203364
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.29,0.203257
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.3,0.230504
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.3,0.203331
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.3,0.203874
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.31,0.229
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.31,0.202191
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.31,0.20331
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.32,0.233051
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.32,0.206285
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.32,0.207373
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.33,0.228654
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.33,0.202612
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.33,0.20444
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.34,0.23529
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.34,0.211598
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.34,0.213087
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.35,0.237282
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.35,0.215984
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.35,0.217626
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.36,0.23779
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.36,0.217136
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.36,0.21908
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.37,0.24407
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.37,0.227531
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.37,0.229192
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.38,0.246188
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.38,0.234479
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.38,0.236261
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.39,0.261113
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.39,0.252455
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.39,0.253397
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.4,0.27997
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.4,0.274766
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.4,0.274768
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.41,0.278128
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.41,0.271593
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.41,0.273065
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.42,0.285101
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.42,0.280681
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.42,0.28228
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.43,0.297971
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.43,0.299161
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.43,0.300177
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.44,0.299377
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.44,0.299011
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.44,0.301059
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.45,0.302662
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.45,0.304623
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.45,0.306983
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.46,0.308507
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.46,0.312975
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.46,0.315315
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.47,0.314672
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.47,0.322737
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.47,0.32493
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.48,0.312586
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.48,0.318868
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.48,0.32196
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.49,0.319804
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.49,0.330647
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.49,0.333113
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.5,0.32658
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.5,0.336863
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.5,0.339259
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.51,0.32987
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.51,0.34253
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.51,0.344886
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.52,0.345649
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.52,0.361628
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.52,0.36278
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.53,0.357072
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.53,0.376026
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.53,0.376649
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.54,0.363164
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.54,0.383541
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.54,0.384301
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.55,0.367277
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.55,0.389865
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.55,0.39075
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.56,0.36098
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.56,0.380359
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.56,0.382596
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.57,0.367673
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.57,0.389902
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.57,0.391439
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.58,0.367064
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.58,0.389854
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.58,0.391574
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.59,0.37292
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.59,0.399986
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.59,0.400843
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.6,0.370448
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.6,0.395389
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.6,0.39688
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.61,0.374108
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.61,0.400211
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.61,0.401261
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.62,0.384091
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.62,0.412201
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.62,0.412267
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.63,0.393781
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.63,0.423818
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.63,0.42314
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.64,0.39456
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.64,0.42436
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.64,0.424008
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.65,0.389394
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.65,0.416615
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.65,0.417114
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.66,0.39481
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.66,0.422627
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.66,0.422511
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.67,0.386261
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.67,0.41123
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.67,0.412019
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.68,0.382946
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.68,0.406583
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.68,0.407349
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.69,0.387316
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.69,0.413739
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.69,0.413458
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.7,0.386595
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.7,0.413592
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.7,0.413024
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.71,0.380878
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.71,0.405365
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.71,0.405188
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.72,0.385978
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.72,0.412609
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.72,0.411342
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.73,0.377568
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.73,0.402413
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.73,0.401704
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.74,0.375029
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.74,0.399628
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.74,0.398621
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.75,0.370655
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.75,0.395439
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.75,0.394268
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.76,0.367206
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.76,0.391399
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.76,0.390013
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.77,0.358435
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.77,0.380994
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.77,0.379911
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.78,0.348749
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.78,0.369767
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.78,0.368901
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.79,0.337888
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.79,0.356677
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.79,0.356022
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.8,0.325014
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.8,0.341471
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.8,0.341065
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.81,0.314193
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.81,0.329301
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.81,0.328787
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.82,0.304117
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.82,0.31783
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.82,0.317071
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.83,0.288483
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.83,0.299889
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.83,0.299464
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.84,0.274961
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.84,0.284396
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.84,0.283887
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.85,0.259763
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.85,0.267367
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.85,0.266892
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.86,0.241883
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.86,0.247641
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.86,0.247478
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.87,0.229365
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.87,0.234198
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.87,0.233634
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.88,0.22053
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.88,0.225127
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.88,0.224003
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.89,0.213278
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.89,0.21764
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.89,0.215965
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.9,0.201406
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.9,0.204625
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.9,0.203279
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.91,0.196962
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.91,0.200467
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.91,0.19863
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.92,0.187734
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.92,0.19055
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.92,0.189062
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.93,0.18409
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.93,0.187239
c0daa490,Q1,40,1,MHE (PCIP+L1AO N=40),30,15.93,0.185515
c0daa490,Q1,40,1,MHE (baseline N=40),30,15.94,0.181257
c0daa490,Q1,40,1,MHE (PCIP N=40),30,15.94,0.185238
