run_id,matrix_Q,loop,T,ts,stats_start_step,estimator,solver,RMSE,max_norm_err,MHE_scheme,MHE_horizon,mean_solver_time,median_solver_time,std_solver_time,min_solver_time,max_solver_time
52f3cac1,Q1,1,30.0,0.01,0,EKF,,0.7769012137379707,1.3864582232056122,,,0.13082479175629566,0.13082479175629566,0.0,0.13082479175629566,0.13082479175629566
52f3cac1,Q1,1,30.0,0.01,0,MHE (baseline),osqp,0.7284499037169636,1.2806807273741043,"single-shooting, smoothing",10,2.8875452524389176,2.882750006392598,0.04354579490145852,2.7556000277400017,3.0216999584808946
52f3cac1,Q1,1,30.0,0.01,0,MHE (PCIP),iterative-cg1,0.6782482736743505,1.1295271752842828,"single-shooting, smoothing",10,0.9379568204207609,0.9343000128865242,0.05749034467148087,0.7746999617666006,1.104300026781857
52f3cac1,Q1,1,30.0,0.01,0,MHE (PCIP+L1AO),iterative-cg1,0.6753990218593932,1.1206835787413016,"single-shooting, smoothing",10,1.1145295950014489,1.1096000671386719,0.05866065796109552,0.9452999802306294,1.284099998883903
29b6594c,Q1,1,30.0,0.01,0,MHE (baseline),osqp,0.5995732146558366,1.0248811915679916,"single-shooting, smoothing",20,12.18255723836035,12.166599975898862,0.18681805606572496,11.63500000257045,12.78170000296086
29b6594c,Q1,1,30.0,0.01,0,MHE (PCIP),iterative-cg1,0.5570980988307003,0.9767765110532982,"single-shooting, smoothing",20,1.8836839351143309,1.8584000645205379,0.10594976535240636,1.6587000573053956,2.197900088503957
29b6594c,Q1,1,30.0,0.01,0,MHE (PCIP+L1AO),iterative-cg1,0.5562195860251522,0.9787262111637576,"single-shooting, smoothing",20,2.154269540061884,2.1310000447556376,0.11575165669492189,1.881200005300343,2.494000014849007
c0daa490,Q1,1,30.0,0.01,0,MHE (baseline),cvxopt,0.3769942630274067,0.7147916991782971,"single-shooting, smoothing",40,90.51140259712088,90.03374999156222,4.650363134891922,77.18190003652126,109.45829993579537
c0daa490,Q1,1,30.0,0.01,0,MHE (PCIP),iterative-cg1,0.3663313788628132,0.6676750152698265,"single-shooting, smoothing",40,14.366105934277833,14.355350052937865,1.3250204732361177,10.33870002720505,18.354299943894148
c0daa490,Q1,1,30.0,0.01,0,MHE (PCIP+L1AO),iterative-cg1,0.36336349175812505,0.6684479289880124,"single-shooting, smoothing",40,13.481827889714792,13.470650010276586,0.4643748501305096,12.221799930557609,14.719300088472664
0d279e65,Q2,1,30.0,0.01,0,EKF,,0.34266400206488845,0.6589117534394088,,,0.1300677440822204,0.13006774408222038,2.7755575615628914e-17,0.13006774408222038,0.13006774408222038
0d279e65,Q2,1,30.0,0.01,0,MHE (baseline),cvxopt,0.32141253578199175,0.5972073069887129,"single-shooting, smoothing",10,24.178753120969777,23.93809997010976,1.0508018131886976,21.580199943855405,27.539000031538308
0d279e65,Q2,1,30.0,0.01,0,MHE (PCIP),iterative-cg1,0.31229555584859875,0.5786702624632303,"single-shooting, smoothing",10,1.038972926829075,1.0350999655202031,0.0659305678256408,0.8503999561071396,1.230900059454143
0d279e65,Q2,1,30.0,0.01,0,MHE (PCIP+L1AO),iterative-cg1,0.31170101062240796,0.5818563657191719,"single-shooting, smoothing",10,1.2250968057167984,1.217900076881051,0.06769755673426689,1.0345999617129564,1.4241000171750784
f4d3986f,Q2,1,30.0,0.01,0,MHE (baseline),osqp,0.2989354535606754,0.5587392946258074,"single-shooting, smoothing",20,12.093510338273694,12.086500000350497,0.19558084446374657,11.53969999995752,12.686999999914406
f4d3986f,Q2,1,30.0,0.01,0,MHE (PCIP),iterative-cg1,0.28902905425460895,0.5248629328442054,"single-shooting, smoothing",20,2.1205596336733272,2.08680000014283,0.1728712526932252,1.6270000000986329,2.629999999953725
f4d3986f,Q2,1,30.0,0.01,0,MHE (PCIP+L1AO),iterative-cg1,0.28879107990282865,0.5225739080842432,"single-shooting, smoothing",20,2.5483689679435617,2.4346000000150525,0.3447876599210446,1.5318000000661414,3.5643000001073233
81bb0da4,Q2,1,30.0,0.01,0,MHE (baseline),osqp,0.30015122361160307,0.6024645456451769,"single-shooting, smoothing",40,68.87095811348792,67.8592999997818,3.9986966080247126,62.385400000039226,81.17540000012013
81bb0da4,Q2,1,30.0,0.01,0,MHE (PCIP),iterative-cg1,0.3222412938084401,1.5111729362627613,"single-shooting, smoothing",40,14.679630809311183,14.510799999698065,1.1769700568937203,11.592599999858066,18.031900000096357
81bb0da4,Q2,1,30.0,0.01,0,MHE (PCIP+L1AO),iterative-cg1,0.2888600035765091,0.5182712071541234,"single-shooting, smoothing",40,15.202914097541731,15.163199999733479,0.7506907505982313,13.164199999664561,17.407100000127684
6472d1d7,Q3,1,30.0,0.01,0,EKF,,0.2834239802305991,0.544261468594773,,,0.1337318227312012,0.13373182273120116,5.551115123125783e-17,0.13373182273120116,0.13373182273120116
6472d1d7,Q3,1,30.0,0.01,0,MHE (baseline),cvxopt,0.28202877156678835,0.5172774553880136,"single-shooting, smoothing",10,24.056952800181353,23.944350017700344,0.8443564173259326,21.6976999072358,26.541800005361438
6472d1d7,Q3,1,30.0,0.01,0,MHE (PCIP),iterative-cg1,0.7203634870979874,6.0296974458974475,"single-shooting, smoothing",10,1.0743766570748439,1.067599980160594,0.06295995660486588,0.9120000759139657,1.2600000482052565
6472d1d7,Q3,1,30.0,0.01,0,MHE (PCIP+L1AO),iterative-cg1,0.2703240196591238,0.4922082922826389,"single-shooting, smoothing",10,1.3547845579142992,1.3144499971531332,0.15062561933483568,1.0371999815106392,1.8208000110462308
131b3e58,Q3,1,30.0,0.01,0,MHE (baseline),osqp,0.28034239147617657,0.5311895273262417,"single-shooting, smoothing",20,12.208017644832612,12.169399999947927,0.2579486922464371,11.455300000307034,13.032799999564304
131b3e58,Q3,1,30.0,0.01,0,MHE (PCIP),iterative-cg1,0.2662941382042254,0.522173287722157,"single-shooting, smoothing",20,2.878481052629605,2.8562999996211147,0.34232609837153777,2.017300000261457,3.874600000017381
131b3e58,Q3,1,30.0,0.01,0,MHE (PCIP+L1AO),iterative-cg1,0.3325871318542614,2.025534514493282,"single-shooting, smoothing",20,3.31773405423472,3.2933000002230983,0.383727826923886,2.294699999765726,4.394000000502274
13142f11,Q3,1,30.0,0.01,0,MHE (baseline),osqp,0.24940950820704755,0.5128157797730442,"single-shooting, smoothing",40,68.79332439025323,68.36575000033918,3.026996671035548,62.82259999989037,78.66020000074059
13142f11,Q3,1,30.0,0.01,0,MHE (PCIP),iterative-cg1,0.26410663177881394,1.0783663380770567,"single-shooting, smoothing",40,14.785358001417446,14.673299999685696,0.9192648844705117,12.311100000260922,17.42160000048898
13142f11,Q3,1,30.0,0.01,0,MHE (PCIP+L1AO),iterative-cg1,0.24191755780796406,0.5054235160510756,"single-shooting, smoothing",40,16.09075091598915,15.8886999997776,1.3564658244271988,12.430800000402087,19.947900000261143
